"uuid","AuthorYear","Include","QuestionOrReason","BiasRating","N","StatType","StatTypeDetails","ModelDescription","StatGrouping","...11","Stat","CILow","CIHigh","SE","T-Ratio","Wald","PValue","Statistic from Largest Model","Table","ModelNumber","Finding In Abstract?","PreventativeOrRecovery","OutcomeType","OutcomeSubType","OutcomeScale","OutcomeScaleDetails","OutcomeDetails","ToInvert","DrugsIncludeMarijuana","OutcomeNotes","Outcome Measured at Baseline?","ExposureCategory","Exposure","Exposure - Additional Notes","Exposure Measured at Baseline","Summary (SI)","Notes","CountryPopulation","Design (F/U Period)","Description of Quality/Bias","Reference","SheetRowNumber","id","id_masked"
"2101a17e-da27-459b-a324-146bac67692f","Haber et al. 2013",NA,"exposure not of interest",NA,"4001","z-score","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,">0.05",NA,"3","Stage 3 - At-risk use to AD",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","AD",NA,NA,"at-risk use to AD",NA,"?","Religious Rules","rules against alcohol use",NA,NA,NA,NA,NA,NA,NA,146,"Haber et al. 2013 - 146","8160ea"
"82b6c395-1e68-43a7-8e75-18a7cc535748","Haug et al. 2014","yes",NA,"Low / Moderate","2774","OR",NA,NA,"OR",NA,0.44,0.25,0.75,NA,NA,NA,"<0.01",NA,"3","Sep Model for each variable category","yes","preventative","Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Belief in God and Practicing - Religiosity (RBB scale)",NA,"""Belief in god and practicing religion” (compared with Atheist) was negatively associated with the onset of cannabis use [AOR=0.54 (95% CI: 0.31, 0.96), p<0.01",NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",147,"Haug et al. 2014 - 147","f08cd3"
"fbf18f07-2642-4554-b9c7-06071b2403e3","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,0.54,0.31,0.96,NA,NA,NA,"0.04",NA,"3","Overall",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Belief in God and Practicing - Religiosity (RBB scale)","yes","""Belief in god and practicing religion” (compared with Atheist) was negatively associated with the onset of cannabis use [AOR=0.54 (95% CI: 0.31, 0.96), p<0.01",NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",148,"Haug et al. 2014 - 148","6171d9"
"639b956a-86fc-4d51-b5d9-53859d80e104","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,0.83,0.58,1.19,NA,NA,NA,"0.32",NA,"3","Sep Model for each variable category",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Belief in God and Not Practicing - Religiosity (RBB scale)",NA,NA,NA,NA,NA,NA,NA,149,"Haug et al. 2014 - 149","717bf3"
"a3b94687-4006-4c25-8f6f-850e5bcaca4d","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,0.78,0.53,1.17,NA,NA,NA,"0.23",NA,"3","Overall",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Belief in God and Not Practicing - Religiosity (RBB scale)","yes",NA,NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",150,"Haug et al. 2014 - 150","62d1f7"
"205613f1-405f-45bc-8c0d-07f5b59114bc","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,1.02,0.65,1.61,NA,NA,NA,"0.93",NA,"3","Sep Model for each variable category",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Unsure what to think about God - Religiosity (RBB scale)",NA,NA,NA,NA,NA,NA,NA,151,"Haug et al. 2014 - 151","ed54a0"
"01907563-f8cf-4732-b438-8f67248f4952","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,1.02,0.63,1.65,NA,NA,NA,"0.94",NA,"3","Overall",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Unsure what to think about God - Religiosity (RBB scale)","yes",NA,NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",152,"Haug et al. 2014 - 152","330296"
"29f824c6-517e-49b3-bbba-5d5e703b899f","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,0.75,0.47,1.19,NA,NA,NA,"0.22",NA,"3","Sep Model for each variable category",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Agnostic - Religiosity (RBB scale)",NA,NA,NA,NA,NA,NA,NA,153,"Haug et al. 2014 - 153","bcd073"
"58936b32-2243-4e09-bfb4-85fa25a885c6","Haug et al. 2014","no",NA,"Low / Moderate","2774","OR",NA,NA,NA,NA,0.64,0.39,1.06,NA,NA,NA,"0.09",NA,"3","Overall",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","Onset of cannabis use (dichotomous)",NA,NA,NA,NA,"R/S","Religiousness","Agnostic - Religiosity (RBB scale)","yes",NA,NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",154,"Haug et al. 2014 - 154","5a202d"
"5af97496-a380-4253-819e-5cd8dcc4973e","Haug et al. 2014","yes",NA,"Low / Moderate","4254","OR",NA,NA,"OR",NA,0.28,0.14,0.55,NA,NA,NA,"<0.01",NA,"4","Sep Model for each variable category","no","preventative","Substance Use","Drugs","Dichotomous","Use (Started/Used)","Onset of illegal drug use (dichotomous)",NA,NA,"other than marijuana",NA,"R/S","Religiousness","Belief in God and Practicing - Religiosity (RBB scale)","yes","“Belief in god and practicing religion” (compared with Atheist) was also negatively associated with the onset of illegal drug use other than cannabis [OR=0.28 (95% CI: 0.14, 0.55), p<0.01], however this was not included in the fully controlled model].","was not included in the fully controlled model","Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",155,"Haug et al. 2014 - 155","336544"
"5d2768b0-adf3-40ba-811b-b869fbbc5ffa","Haug et al. 2014","no",NA,"Low / Moderate","4254","OR",NA,NA,NA,NA,0.87,0.62,1.21,NA,NA,NA,"0.41",NA,"4","Sep Model for each variable category",NA,NA,"Substance Use","Drugs","Dichotomous","Use (Started/Used)","Onset of illegal drug use (dichotomous)",NA,NA,"other than marijuana",NA,"R/S","Religiousness","Belief in God and Not Practicing - Religiosity (RBB scale)","yes","Belief in god and not practicing religion (compared with Atheist)","The ORs for the other categories compared to Atheist were also below 1, but did not reach a significant level.","Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",156,"Haug et al. 2014 - 156","d64fa1"
"bdf6f69b-15d9-42d6-9fad-fe5a51815441","Haug et al. 2014","no",NA,"Low / Moderate","4254","OR",NA,NA,NA,NA,0.69,0.43,1.11,NA,NA,NA,"0.13",NA,"4","Sep Model for each variable category",NA,NA,"Substance Use","Drugs","Dichotomous","Use (Started/Used)","Onset of illegal drug use (dichotomous)",NA,NA,"other than marijuana",NA,"R/S","Religiousness","Unsure what to think about God - Religiosity (RBB scale)","yes",NA,NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",157,"Haug et al. 2014 - 157","8ea502"
"e5658c3a-66da-46c3-a91b-1de8a98bff0c","Haug et al. 2014","no",NA,"Low / Moderate","4254","OR",NA,NA,NA,NA,0.8,0.53,1.2,NA,NA,NA,"0.28",NA,"4","Sep Model for each variable category",NA,NA,"Substance Use","Drugs","Dichotomous","Use (Started/Used)","Onset of illegal drug use (dichotomous)",NA,NA,"other than marijuana",NA,"R/S","Religiousness","Agnostic - Religiosity (RBB scale)","yes",NA,NA,"Switzerland Men 19+ from Cohort Study on Substance Use Risk Factors (C-SURF)","Prospective cohort study (15 months)","Analysis focused on onset (excluded current users) but included proxies for outcome (previous alcohol use and drug use) and multiple other potential confounders (health status, personality, social context, demographics); unclear loss to follow up.","Haug, S.; Núñez, C. L.; Becker, J.; Gmel, G.; Schaub, M. P.Predictors of onset of cannabis and other drug use in male young adults: results from a longitudinal study. BMC Public Health Nov 22 2014;14(): 1202.",158,"Haug et al. 2014 - 158","099096"
"7297ae7b-b76b-43cb-ad38-aacbb5206050","Hill and McCullough 2008","no",NA,"Low / Moderate","2087","OR",NA,NA,NA,NA,1.11,0.83,1.39,NA,NA,NA,">0.05","yes","3","Frequency of Intoxication (2001)",NA,NA,"Substance Use","Alcohol","Frequency","Use (Frequency)","Alcohol intoxication (frequency scale)",NA,NA,NA,"yes","RSA","Religious Service Attendance","a few times a year vs never","yes",NA,NA,"US Adult women from low income neighborhoods in 3 cities (Welfare Children and Families Project)","Prospective cohort study (2 years)","Controlled for baseline outcomes and multiple cofounders (age, race, education employment status, current welfare status, marital status, and number of children).","Hill, T.D., McCullough, M.E. Religious involvement and the intoxication trajectories of low-income urban women. Journal of Drug Issues 38 (3):847-862.",159,"Hill and McCullough 2008 - 159","0d2e7d"
"efe4ba6d-cef1-422e-a682-feadffc65881","Hill and McCullough 2008","no",NA,"Low / Moderate","2087","OR",NA,NA,NA,NA,0.98,0.81,1.15,NA,NA,NA,">0.05","yes","3","Frequency of Intoxication (2001)",NA,NA,"Substance Use","Alcohol","Frequency","Use (Frequency)","Alcohol intoxication (frequency scale)",NA,NA,NA,"yes","RSA","Religious Service Attendance","one to times per month vs never","yes",NA,NA,"US Adult women from low income neighborhoods in 3 cities (Welfare Children and Families Project)","Prospective cohort study (2 years)","Controlled for baseline outcomes and multiple cofounders (age, race, education employment status, current welfare status, marital status, and number of children).","Hill, T.D., McCullough, M.E. Religious involvement and the intoxication trajectories of low-income urban women. Journal of Drug Issues 38 (3):847-862.",160,"Hill and McCullough 2008 - 160","277d19"
"d71bc83b-578c-4eba-96aa-ddc277e65e02","Hill and McCullough 2008","no",NA,"Low / Moderate","2087","OR",NA,NA,NA,NA,0.42,0.01,0.82,NA,NA,NA,"<0.001","yes","3","Frequency of Intoxication (2001)",NA,NA,"Substance Use","Alcohol","Frequency","Use (Frequency)","Alcohol intoxication (frequency scale)",NA,NA,NA,"yes","RSA","Religious Service Attendance","weekly attendance vs never","yes","Religious attendance of weekly or more is associated with lower levels of intoxication two years later [OR(weekly attendance)=0.42 (95% CI: 0.01, 0.82), p<0.001]","Age, ethnicity, and number of children also impacted levels of intoxication.","US Adult women from low income neighborhoods in 3 cities (Welfare Children and Families Project)","Prospective cohort study (2 years)","Controlled for baseline outcomes and multiple cofounders (age, race, education employment status, current welfare status, marital status, and number of children).","Hill, T.D., McCullough, M.E. Religious involvement and the intoxication trajectories of low-income urban women. Journal of Drug Issues 38 (3):847-862.",161,"Hill and McCullough 2008 - 161","0685db"
"cc3fb379-835c-4265-b8cd-a38b8efaa7e0","Hill and McCullough 2008","yes",NA,"Low / Moderate","2087","OR",NA,NA,"OR",NA,0.38,0.24,0.99,NA,NA,NA,"<0.01","yes","3","Frequency of Intoxication (2001)","yes","preventative","Substance Use","Alcohol","Frequency","Use (Frequency)","Alcohol intoxication (frequency scale)",NA,NA,NA,"yes","RSA","Religious Service Attendance","more than once a week vs never","yes","Religious attendance of weekly or more is associated with lower levels of intoxication two years later [OR(more than once a week)=0.38 (95% CI: 0.24, 0.99), p<0.01]","Age, ethnicity, and number of children also impacted levels of intoxication.","US Adult women from low income neighborhoods in 3 cities (Welfare Children and Families Project)","Prospective cohort study (2 years)","Controlled for baseline outcomes and multiple cofounders (age, race, education employment status, current welfare status, marital status, and number of children).","Hill, T.D., McCullough, M.E. Religious involvement and the intoxication trajectories of low-income urban women. Journal of Drug Issues 38 (3):847-862.",162,"Hill and McCullough 2008 - 162","031d8c"
"4d1c9d21-46c4-4417-bf76-9fc5f4e2bb69","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.074,NA,NA,NA,NA,NA,"0.041",NA,"2","waves 4/5",NA,NA,"Substance Use","Smoking","Dichotomous","Use (Started/Used)","levels of tobacco use - adolescence",NA,NA,"waves 4/5","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent religious service attendance was associated with lower levels of tobacco use in adolescence [standardized β=-0.74, p=0.041]",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",163,"Hill and Pollock 2015 - 163","19e857"
"2529f1f6-167f-4d77-a919-bfe923c44b2d","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,-0.157,NA,NA,NA,NA,NA,"0",NA,"2","waves 10/11","yes - but general","preventative","Substance Use","Smoking","Dichotomous","Use (Started/Used)","levels of tobacco use - adulthood",NA,NA,"waves 10/11 (final waves)","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent religious service attendance was associated with lower levels of tobacco use adulthood [standardized β=-0.157, p<0.001]",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",164,"Hill and Pollock 2015 - 164","d28b1b"
"3254a2e8-cb49-4c1f-b9e1-0923b3050dc8","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.202,NA,NA,NA,NA,NA,"0",NA,"3","waves 4/5",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","levels of alcohol use - adolescence",NA,NA,"waves 4/5","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent service attendance predicted lower levels of alcohol use in adolescence [standardized β=-0.202, p<0.001]",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",165,"Hill and Pollock 2015 - 165","ca4fe8"
"f91178ac-8910-429a-a212-c1e2d7e48f47","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,-0.083,NA,NA,NA,NA,NA,"0.092",NA,"3","waves 10/11","yes - but general","preventative","Substance Use","Alcohol","Dichotomous","Use (Started/Used)","levels of alcohol use - adulthood",NA,NA,"waves 10/11 (final waves)","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent service attendance suggested lower levels of alcohol use in adulthood [standardized β=-0.083, p=0.092]","suggestive'","US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",166,"Hill and Pollock 2015 - 166","e3c054"
"441e0fdc-d46b-4b5d-a98a-3b29ba0634f2","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.06,NA,NA,NA,NA,NA,"0.085",NA,"4","waves 4/5",NA,NA,"Substance Use","Marijuana","Dichotomous","Use (Started/Used)","levels of marijuana use - adolescence",NA,NA,"waves 4/5","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent service attendance suggested lower levels of marijuana use in adolescence [standardized β=-0.060, p=0.085]","suggestive'","US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",167,"Hill and Pollock 2015 - 167","719909"
"49e2ec63-2a3c-493c-8421-cd4442e5d319","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,-0.211,NA,NA,NA,NA,NA,"0",NA,"4","waves 10/11","yes - but general","preventative","Substance Use","Marijuana","Dichotomous","Use (Started/Used)","levels of marijuana use - adulthood",NA,NA,"waves 10/11 (final waves)","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","More frequent service attendance predicted lower levels of alcohol use in adulthood [standardized β=- 0.211, p<0.001]",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",168,"Hill and Pollock 2015 - 168","cc68d7"
"ab389e93-47e3-43fa-93e3-9c2bdd746048","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.095,NA,NA,NA,NA,NA,"0.294",NA,"5","waves 4/5",NA,NA,"Substance Use","Hard Drugs","Dichotomous","Use (Started/Used)","levels of hard drugs - adolescence",NA,NA,"waves 4/5","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","For the outcome 'hard drug use' there was no statistically significant association with attendance in either age group.",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",169,"Hill and Pollock 2015 - 169","108551"
"689dec35-3478-4f7b-a30f-9b708b498e37","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,-0.047,NA,NA,NA,NA,NA,"0.642",NA,"5","waves 10/11","yes - but general","preventative","Substance Use","Hard Drugs","Dichotomous","Use (Started/Used)","levels of hard drugs - adulthood",NA,NA,"waves 10/11 (final waves)","yes","RSA","Religious Service Attendance","Religious attendance (frequency scale)","yes, but also measured at F/U and appear to use the F/U value instead","For the outcome 'hard drug use' there was no statistically significant association with attendance in either age group.",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",170,"Hill and Pollock 2015 - 170","bd0694"
"cfe98a29-d7d2-4565-962e-dd9d96b3b361","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.01,NA,NA,NA,NA,NA,"0.982",NA,"2","waves 4/5",NA,NA,"Substance Use","Smoking","Dichotomous","Use (Started/Used)","levels of tobacco use - adolescence",NA,NA,"waves 4/5","yes","R/S","Religious Belief","Importance of Religion","yes, but also measured at F/U and appear to use the F/U value instead",NA,NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",171,"Hill and Pollock 2015 - 171","0d6dd0"
"819af24f-3a36-4768-a23b-560b6e9c8c0d","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,0.085,NA,NA,NA,NA,NA,"0.023",NA,"2","waves 10/11","yes - but general","preventative","Substance Use","Smoking","Dichotomous","Use (Started/Used)","levels of tobacco use - adulthood",NA,NA,"waves 10/11 (final waves)","yes","R/S","Religious Belief","high importance of belief in God","yes, but also measured at F/U and appear to use the F/U value instead",NA,NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",172,"Hill and Pollock 2015 - 172","425dd3"
"3526e55c-bd34-4ea1-88bb-2cdeb46c8967","Hill and Pollock 2015","no",NA,"Low / Moderate","1174","β","β standardized",NA,NA,NA,-0.28,NA,NA,NA,NA,NA,"0.443",NA,"3","waves 4/5",NA,NA,"Substance Use","Alcohol","Dichotomous","Use (Started/Used)","levels of alcohol use - adolescence",NA,NA,"waves 4/5","yes","R/S","Religious Belief","Importance of Religion","yes, but also measured at F/U and appear to use the F/U value instead",NA,NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",173,"Hill and Pollock 2015 - 173","7840e7"
"b29aa19b-746a-46ab-89c0-5c2e9d6f15a7","Hill and Pollock 2015","yes",NA,"Low / Moderate","1174","β","β standardized",NA,"sRMD",NA,-0.013,NA,NA,NA,NA,NA,"0.813",NA,"3","waves 10/11","yes - but general","preventative","Substance Use","Alcohol","Dichotomous","Use (Started/Used)","levels of alcohol use - adulthood",NA,NA,"waves 10/11 (final waves)","yes","R/S","Religious Belief","high importance of belief in God","yes, but also measured at F/U and appear to use the F/U value instead","High importance of belief in God was not statistically significant as a predictor of alcohol use in adolescence or adulthood.",NA,"US Adolescents 15-21 and Adults 38042 from National Youth Survey Family Study (NYSFS)","Prospective cohort study (1 year)","Controlled for baseline outcomes and multiple potential confounders (SES, marriage and job importance, peer information, prior delinquency, demographics); potential collinearity of religious/spiritual measures, unclear if adults are representative (from waves 10 and 11 of NYSFS, some loss to followup).","Hill, Milton C.; Pollock, Wendi. Was Hirschi right?: A national-level longitudinal examination of religion as a social bond. Deviant Behavior 2015;36(10):783-806.",174,"Hill and Pollock 2015 - 174","2e15b4"
